STATE,zipcode,N1,A02650
VT,5674,290,3500
VT,5674,160,5953
VT,5674,90,5742
VT,5674,50,4621
VT,5674,100,13767
VT,5674,50,26916
VT,5675,170,2231
VT,5675,140,5165
VT,5675,80,4831
VT,5675,60,5020
VT,5675,40,5546
VT,5675,0,0
VT,5676,820,10187
VT,5676,730,27213
VT,5676,410,25838
VT,5676,250,21754
VT,5676,360,47163
VT,5676,100,46801
VT,5677,350,3852
VT,5677,250,9409
VT,5677,170,10986
VT,5677,140,12365
VT,5677,240,33589
VT,5677,70,54019
VT,5679,590,7149
VT,5679,470,17334
VT,5679,240,15318
VT,5679,170,14384
VT,5679,160,21830
VT,5679,0,0
VT,5680,400,4919
VT,5680,280,10526
VT,5680,130,7944
VT,5680,90,8297
VT,5680,80,11758
VT,5680,0,0
VT,5681,70,809
VT,5681,50,1666
VT,5681,30,1881
VT,5681,40,4006
VT,5681,0,0
VT,5681,0,0
VT,5682,200,2282
VT,5682,150,5707
VT,5682,80,5326
VT,5682,60,5471
VT,5682,110,16200
VT,5682,0,0
VT,5701,4430,52020
VT,5701,2380,87319
VT,5701,1300,81860
VT,5701,870,76538
VT,5701,980,131293
VT,5701,230,86276
VT,5730,60,676
VT,5730,60,2024
VT,5730,60,4314
VT,5730,0,0
VT,5730,30,4621
VT,5730,0,0
VT,5732,210,2693
VT,5732,150,5377
VT,5732,70,4277
VT,5732,60,5014
VT,5732,60,10984
VT,5732,0,0
VT,5733,1120,13344
VT,5733,770,28579
VT,5733,450,27847
VT,5733,270,23366
VT,5733,230,31062
VT,5733,40,21050
VT,5734,230,2710
VT,5734,180,6639
VT,5734,100,6388
VT,5734,50,4635
VT,5734,80,16536
VT,5734,0,0
VT,5735,550,6719
VT,5735,340,12320
VT,5735,230,14821
VT,5735,140,12056
VT,5735,170,24680
VT,5735,0,0
VT,5736,120,1566
VT,5736,70,2717
VT,5736,60,4470
VT,5736,0,0
VT,5736,30,6595
VT,5736,0,0
VT,5737,130,1513
VT,5737,80,3028
VT,5737,70,4322
VT,5737,30,2616
VT,5737,60,11563
VT,5737,0,0
VT,5738,190,2238
VT,5738,120,4475
VT,5738,120,7273
VT,5738,60,5252
VT,5738,70,8740
VT,5738,20,8987
VT,5739,260,3243
VT,5739,160,5819
VT,5739,100,6037
VT,5739,50,4308
VT,5739,50,6990
VT,5739,0,0
VT,5742,80,923
VT,5742,50,1735
VT,5742,40,2506
VT,5742,30,2497
VT,5742,30,5037
VT,5742,0,0
VT,5743,880,10413
VT,5743,500,18070
VT,5743,270,16650
VT,5743,190,16393
VT,5743,160,23214
VT,5743,0,0
VT,5744,80,1029
VT,5744,80,3056
VT,5744,40,2819
VT,5744,30,2389
VT,5744,30,4963
VT,5744,0,0
VT,5747,60,729
VT,5747,50,2372
VT,5747,0,0
VT,5747,20,2178
VT,5747,0,0
VT,5747,0,0
VT,5748,80,915
VT,5748,40,1690
VT,5748,20,1416
VT,5748,20,2441
VT,5748,0,0
VT,5748,0,0
VT,5751,330,4342
VT,5751,200,7048
VT,5751,90,5399
VT,5751,70,5820
VT,5751,70,10176
VT,5751,30,21272
VT,5753,1460,16389
VT,5753,950,35167
VT,5753,560,35661
VT,5753,390,34580
VT,5753,650,90472
VT,5753,230,100027
VT,5757,160,1728
VT,5757,110,3953
VT,5757,70,4251
VT,5757,50,4050
VT,5757,60,9501
VT,5757,0,0
VT,5758,160,1981
VT,5758,90,3465
VT,5758,60,3886
VT,5758,40,3056
VT,5758,30,4341
VT,5758,0,0
VT,5759,460,5615
VT,5759,270,9594
VT,5759,160,10281
VT,5759,110,9745
VT,5759,100,18838
VT,5759,0,0
VT,5760,210,2443
VT,5760,140,5592
VT,5760,70,4648
VT,5760,60,5157
VT,5760,60,10095
VT,5760,0,0
VT,5761,220,2784
VT,5761,140,5303
VT,5761,70,4679
VT,5761,50,4770
VT,5761,70,14432
VT,5761,0,0
VT,5762,90,1297
VT,5762,60,2205
VT,5762,40,2243
VT,5762,30,2760
VT,5762,40,6550
VT,5762,0,0
VT,5763,490,5715
VT,5763,330,12197
VT,5763,200,12791
VT,5763,150,12662
VT,5763,180,23410
VT,5763,50,16336
VT,5764,600,7485
VT,5764,410,14862
VT,5764,210,12881
VT,5764,120,10803
VT,5764,130,19036
VT,5764,0,0
VT,5765,330,3745
VT,5765,220,8114
VT,5765,160,9951
VT,5765,90,7498
VT,5765,100,14829
VT,5765,0,0
VT,5766,90,869
VT,5766,50,2006
VT,5766,50,3415
VT,5766,0,0
VT,5766,40,7136
VT,5766,0,0
VT,5767,230,2512
VT,5767,150,5670
VT,5767,70,4648
VT,5767,50,4211
VT,5767,70,12993
VT,5767,0,0
VT,5769,220,2591
VT,5769,150,5565
VT,5769,90,5489
VT,5769,70,6322
VT,5769,60,9798
VT,5769,0,0
VT,5770,190,2296
VT,5770,150,5659
VT,5770,110,6914
VT,5770,60,4947
VT,5770,60,8008
VT,5770,20,8417
VT,5772,90,920
VT,5772,60,2228
VT,5772,40,2121
VT,5772,30,2984
VT,5772,30,4183
VT,5772,0,0
VT,5773,400,4633
VT,5773,230,8517
VT,5773,160,9868
VT,5773,120,10864
VT,5773,130,16588
VT,5773,20,6658
VT,5774,230,2824
VT,5774,150,5769
VT,5774,110,6962
VT,5774,50,4409
VT,5774,50,7573
VT,5774,0,0
VT,5775,90,988
VT,5775,70,2563
VT,5775,60,4336
VT,5775,0,0
VT,5775,30,3941
VT,5775,0,0
VT,5776,60,609
VT,5776,50,2424
VT,5776,0,0
VT,5776,20,1972
VT,5776,0,0
VT,5776,0,0
VT,5777,700,8406
VT,5777,480,17540
VT,5777,290,18101
VT,5777,160,14271
VT,5777,180,25611
VT,5777,0,0
VT,5778,140,1818
VT,5778,110,3864
VT,5778,60,3808
VT,5778,30,2783
VT,5778,30,4211
VT,5778,0,0
VT,5819,1610,19445
VT,5819,1030,37852
VT,5819,520,32375
VT,5819,330,28857
VT,5819,340,46029
VT,5819,70,26690
VT,5820,80,1039
VT,5820,50,1660
VT,5820,30,1719
VT,5820,20,2277
VT,5820,0,0
VT,5820,0,0
VT,5821,240,2884
VT,5821,120,4544
VT,5821,80,5212
VT,5821,50,4794
VT,5821,70,12647
VT,5821,0,0
VT,5822,430,5201
VT,5822,240,8942
VT,5822,150,9299
VT,5822,80,6743
VT,5822,50,7993
VT,5822,0,0
VT,5824,230,2798
VT,5824,150,5532
VT,5824,80,4652
VT,5824,50,4340
VT,5824,40,5346
VT,5824,0,0
VT,5826,150,1898
VT,5826,110,4074
VT,5826,60,3493
VT,5826,30,2521
VT,5826,40,6214
VT,5826,0,0
VT,5827,110,1277
VT,5827,70,2685
VT,5827,50,3690
VT,5827,0,0
VT,5827,30,5574
VT,5827,0,0
VT,5828,360,4425
VT,5828,240,8719
VT,5828,160,10140
VT,5828,110,9767
VT,5828,100,13645
VT,5828,30,16141
VT,5829,510,6453
VT,5829,310,11401
VT,5829,160,9934
VT,5829,110,9847
VT,5829,90,12437
VT,5829,30,11695
VT,5830,360,4703
VT,5830,210,7874
VT,5830,110,6701
VT,5830,60,4940
VT,5830,50,6511
VT,5830,0,0
VT,5832,160,1873
VT,5832,140,4949
VT,5832,70,4448
VT,5832,50,4742
VT,5832,60,12548
VT,5832,0,0
VT,5833,50,676
VT,5833,30,1131
VT,5833,30,2554
VT,5833,0,0
VT,5833,0,0
VT,5833,0,0
VT,5836,230,2748
VT,5836,140,5128
VT,5836,70,4107
VT,5836,40,3587
VT,5836,60,7945
VT,5836,0,0
VT,5837,70,744
VT,5837,50,1916
VT,5837,40,3383
VT,5837,0,0
VT,5837,0,0
VT,5837,0,0
VT,5839,160,1964
VT,5839,100,3420
VT,5839,50,2916
VT,5839,30,2283
VT,5839,30,4747
VT,5839,0,0
VT,5841,70,874
VT,5841,40,1340
VT,5841,40,2949
VT,5841,0,0
VT,5841,40,9599
VT,5841,0,0
VT,5842,110,1383
VT,5842,80,2687
VT,5842,40,2426
VT,5842,30,3511
VT,5842,0,0
VT,5842,0,0
VT,5843,590,7204
VT,5843,370,13492
VT,5843,170,10449
VT,5843,100,8901
VT,5843,90,17788
VT,5843,0,0
VT,5845,240,3002
VT,5845,180,6559
VT,5845,80,4879
VT,5845,60,5352
VT,5845,30,5175
VT,5845,0,0
VT,5846,290,3481
VT,5846,170,5944
VT,5846,70,4310
VT,5846,50,4094
VT,5846,20,3192
VT,5846,0,0
VT,5847,180,1979
VT,5847,90,3213
VT,5847,50,3113
VT,5847,20,1873
VT,5847,30,3830
VT,5847,0,0
VT,5850,110,1544
VT,5850,80,2741
VT,5850,50,2974
VT,5850,0,0
VT,5850,20,2876
VT,5850,0,0
VT,5851,1130,14142
VT,5851,750,27442
VT,5851,390,24141
VT,5851,190,17101
VT,5851,160,20592
VT,5851,30,8995
VT,5853,90,1167
VT,5853,70,2691
VT,5853,30,1905
VT,5853,20,1920
VT,5853,20,3543
VT,5853,0,0
VT,5855,1480,17248
VT,5855,880,32137
VT,5855,420,26313
VT,5855,250,21806
VT,5855,230,30688
VT,5855,60,22336
VT,5857,310,3823
VT,5857,180,6730
VT,5857,110,6620
VT,5857,50,4265
VT,5857,60,10054
VT,5857,0,0
VT,5858,70,887
VT,5858,40,1540
VT,5858,30,2150
VT,5858,0,0
VT,5858,0,0
VT,5858,0,0
VT,5859,380,5073
VT,5859,220,8074
VT,5859,100,6132
VT,5859,70,5829
VT,5859,60,9754
VT,5859,0,0
VT,5860,520,6604
VT,5860,290,10627
VT,5860,180,11399
VT,5860,110,9392
VT,5860,70,11572
VT,5860,0,0
VT,5862,60,598
VT,5862,40,1554
VT,5862,30,1622
VT,5862,20,2272
VT,5862,40,8077
VT,5862,0,0
VT,5866,130,1579
VT,5866,90,3341
VT,5866,40,2733
VT,5866,30,2225
VT,5866,20,3040
VT,5866,0,0
VT,5867,140,1755
VT,5867,70,2599
VT,5867,70,5005
VT,5867,0,0
VT,5867,30,4444
VT,5867,0,0
VT,5868,70,848
VT,5868,40,1319
VT,5868,30,1914
VT,5868,30,2827
VT,5868,0,0
VT,5868,0,0
VT,5871,280,3553
VT,5871,200,7383
VT,5871,100,6218
VT,5871,60,5246
VT,5871,50,7044
VT,5871,0,0
VT,5872,180,2172
VT,5872,100,3636
VT,5872,40,2381
VT,5872,40,3946
VT,5872,0,0
VT,5872,0,0
VT,5873,140,1580
VT,5873,90,3186
VT,5873,50,3229
VT,5873,40,3102
VT,5873,30,4871
VT,5873,0,0
VT,5874,130,1393
VT,5874,70,2542
VT,5874,50,3035
VT,5874,20,1935
VT,5874,20,3419
VT,5874,0,0
VT,5875,110,1398
VT,5875,80,2976
VT,5875,60,4150
VT,5875,0,0
VT,5875,30,4700
VT,5875,0,0
VT,5903,160,1896
VT,5903,90,3249
VT,5903,60,4009
VT,5903,30,2469
VT,5903,30,5236
VT,5903,0,0
VT,5904,80,835
VT,5904,40,2033
VT,5904,0,0
VT,5904,0,0
VT,5904,0,0
VT,5904,0,0
VT,5905,140,1703
VT,5905,70,2564
VT,5905,50,2976
VT,5905,30,2251
VT,5905,20,3207
VT,5905,0,0
VT,5906,230,2685
VT,5906,150,5649
VT,5906,70,4165
VT,5906,40,3829
VT,5906,20,2636
VT,5906,0,0
VT,99999,3750,45680
VT,99999,2730,101696
VT,99999,1450,90778
VT,99999,920,80261
VT,99999,1100,149216
VT,99999,280,106284
VA,20105,1270,13887
VA,20105,810,31213
VA,20105,840,53304
VA,20105,790,69534
VA,20105,2710,394652
VA,20105,1260,392151
VA,20106,660,7719
VA,20106,410,15579
VA,20106,330,20810
VA,20106,270,24310
VA,20106,510,70343
VA,20106,100,30669
VA,20109,6870,92865
VA,20109,5530,204172
VA,20109,3280,201594
VA,20109,1730,149983
VA,20109,1670,217345
VA,20109,160,50157
VA,20110,7480,95214
VA,20110,5240,193354
VA,20110,3340,206907
VA,20110,1990,175032
VA,20110,3320,458985
VA,20110,700,215252
VA,20111,5380,69007
VA,20111,3920,145774
VA,20111,2420,149748
VA,20111,1440,126567
VA,20111,2390,332353
VA,20111,640,181107
VA,20112,3160,34251
VA,20112,1650,61032
VA,20112,1190,74825
VA,20112,1200,106439
VA,20112,3780,551949
VA,20112,1600,463862
VA,20115,740,8866
VA,20115,480,17860
VA,20115,320,19716
VA,20115,250,21871
VA,20115,550,78197
VA,20115,210,121347
VA,20117,240,2721
VA,20117,150,5477
VA,20117,90,5440
VA,20117,60,5256
VA,20117,130,19408
VA,20117,130,119864
VA,20119,550,6688
VA,20119,400,14907
VA,20119,270,16811
VA,20119,220,19018
VA,20119,350,47777
VA,20119,100,33194
VA,20120,5230,59582
VA,20120,3330,126210
VA,20120,2610,162627
VA,20120,1960,173258
VA,20120,4640,663708
VA,20120,1990,678991
VA,20121,3760,45938
VA,20121,3000,112681
VA,20121,2250,140865
VA,20121,1540,134848
VA,20121,2600,357913
VA,20121,640,194656
VA,20124,1640,16556
VA,20124,760,29096
VA,20124,570,35872
VA,20124,490,44089
VA,20124,1800,268484
VA,20124,1690,772974
VA,20129,80,741
VA,20129,40,1559
VA,20129,30,1674
VA,20129,20,2102
VA,20129,50,6450
VA,20129,70,43043
VA,20130,40,507
VA,20130,30,986
VA,20130,30,2076
VA,20130,0,0
VA,20130,40,8166
VA,20130,0,0
VA,20132,1730,17332
VA,20132,740,27277
VA,20132,570,35684
VA,20132,530,47302
VA,20132,2000,294562
VA,20132,1120,398329
VA,20135,310,3786
VA,20135,220,8312
VA,20135,190,11780
VA,20135,130,11817
VA,20135,310,44186
VA,20135,120,42783
VA,20136,2730,28435
VA,20136,1500,57127
VA,20136,1330,84234
VA,20136,1360,120235
VA,20136,4260,605681
VA,20136,1160,333099
VA,20137,250,2732
VA,20137,150,5717
VA,20137,120,7440
VA,20137,80,7500
VA,20137,240,34795
VA,20137,110,34431
VA,20141,590,5478
VA,20141,270,10073
VA,20141,230,14239
VA,20141,270,23854
VA,20141,880,127425
VA,20141,440,154057
VA,20143,140,1527
VA,20143,80,2804
VA,20143,60,3904
VA,20143,50,4226
VA,20143,130,18447
VA,20143,90,33133
VA,20144,110,1463
VA,20144,80,2896
VA,20144,40,2463
VA,20144,40,3201
VA,20144,100,14421
VA,20144,80,67926
VA,20147,6500,67967
VA,20147,4040,152412
VA,20147,3440,216447
VA,20147,2890,255190
VA,20147,7690,1112109
VA,20147,4000,1326675
VA,20148,2810,28212
VA,20148,1650,63517
VA,20148,1450,91301
VA,20148,1420,126106
VA,20148,5700,855398
VA,20148,4290,1380926
VA,20151,3250,38089
VA,20151,1950,72984
VA,20151,1180,73873
VA,20151,830,73319
VA,20151,2050,295791
VA,20151,1250,437748
VA,20152,2480,25586
VA,20152,1360,51872
VA,20152,1270,80235
VA,20152,1300,115581
VA,20152,4140,602236
VA,20152,2260,745957
VA,20155,3400,37909
VA,20155,2030,76642
VA,20155,1830,115213
VA,20155,1720,152024
VA,20155,4660,662546
VA,20155,1620,524645
VA,20158,430,4344
VA,20158,240,9134
VA,20158,140,8822
VA,20158,150,13290
VA,20158,510,75192
VA,20158,370,156993
VA,20164,6760,88463
VA,20164,5110,187571
VA,20164,2930,181770
VA,20164,1960,171374
VA,20164,2950,402040
VA,20164,560,156182
VA,20165,3700,39617
VA,20165,2190,82935
VA,20165,1790,112201
VA,20165,1580,139194
VA,20165,4350,628264
VA,20165,2400,845649
VA,20166,1350,17339
VA,20166,1150,42806
VA,20166,780,49109
VA,20166,660,57568
VA,20166,1160,160897
VA,20166,340,98221
VA,20169,2130,21932
VA,20169,1010,38025
VA,20169,1040,66172
VA,20169,970,86383
VA,20169,3360,490664
VA,20169,1910,691718
VA,20170,6560,80757
VA,20170,4210,155144
VA,20170,2310,144315
VA,20170,1800,158872
VA,20170,4050,581000
VA,20170,1890,655914
VA,20171,4830,52083
VA,20171,3030,114327
VA,20171,2500,157949
VA,20171,2380,211092
VA,20171,6180,898397
VA,20171,4010,1448194
VA,20175,3440,37687
VA,20175,1980,74480
VA,20175,1570,97822
VA,20175,1180,104278
VA,20175,3370,491773
VA,20175,2200,913891
VA,20176,5710,65268
VA,20176,3500,130108
VA,20176,2330,144525
VA,20176,1870,165085
VA,20176,5140,750325
VA,20176,3440,1372976
VA,20180,800,8427
VA,20180,420,15759
VA,20180,330,20670
VA,20180,320,28470
VA,20180,1020,147816
VA,20180,430,143950
VA,20181,1120,12613
VA,20181,640,24294
VA,20181,440,28422
VA,20181,390,34238
VA,20181,1060,150060
VA,20181,440,154848
VA,20184,60,712
VA,20184,40,1532
VA,20184,30,2444
VA,20184,0,0
VA,20184,40,5046
VA,20184,30,18153
VA,20186,2040,24455
VA,20186,1340,49823
VA,20186,990,61389
VA,20186,720,63548
VA,20186,1450,203365
VA,20186,480,196656
VA,20187,1930,20501
VA,20187,970,36260
VA,20187,820,52077
VA,20187,810,71993
VA,20187,2380,338949
VA,20187,840,279759
VA,20190,1980,24669
VA,20190,1590,60748
VA,20190,1420,89732
VA,20190,1180,103974
VA,20190,2320,325866
VA,20190,1110,491649
VA,20191,3600,44962
VA,20191,2650,98870
VA,20191,1880,118359
VA,20191,1450,128013
VA,20191,3560,506446
VA,20191,1750,615523
VA,20194,1140,11867
VA,20194,810,31325
VA,20194,800,50808
VA,20194,750,66671
VA,20194,1890,272780
VA,20194,1460,610253
VA,20197,210,1866
VA,20197,120,4349
VA,20197,70,4559
VA,20197,60,4923
VA,20197,220,33936
VA,20197,250,123119
VA,20198,280,3590
VA,20198,230,8618
VA,20198,130,7941
VA,20198,90,7507
VA,20198,160,22464
VA,20198,120,160819
VA,22003,9080,111477
VA,22003,5560,206690
VA,22003,3340,208509
VA,22003,2240,197338
VA,22003,5120,733534
VA,22003,2440,801770
VA,22015,5130,57445
VA,22015,3200,121554
VA,22015,2490,155873
VA,22015,2190,193759
VA,22015,5530,788612
VA,22015,2270,672773
VA,22025,1840,20262
VA,22025,1310,49283
VA,22025,1140,72142
VA,22025,1090,95808
VA,22025,2410,336210
VA,22025,690,195274
VA,22026,2750,35283
VA,22026,1870,68739
VA,22026,1090,67098
VA,22026,650,56494
VA,22026,1030,140434
VA,22026,260,68999
VA,22027,220,2141
VA,22027,80,3134
VA,22027,70,4851
VA,22027,60,5254
VA,22027,220,33054
VA,22027,330,129998
VA,22030,6390,74066
VA,22030,4420,168483
VA,22030,3320,208471
VA,22030,2630,230796
VA,22030,5730,820805
VA,22030,2770,993333
VA,22031,4130,50213
VA,22031,2970,111510
VA,22031,2410,151925
VA,22031,1660,144893
VA,22031,3380,479668
VA,22031,1670,588544
VA,22032,3640,38364
VA,22032,1850,69511
VA,22032,1390,87124
VA,22032,1300,114724
VA,22032,4130,601137
VA,22032,1820,562894
VA,22033,4060,47808
VA,22033,3240,123956
VA,22033,2930,184193
VA,22033,2270,199475
VA,22033,4600,650776
VA,22033,2110,745975
VA,22039,1940,17048
VA,22039,700,26632
VA,22039,540,33943
VA,22039,500,44612
VA,22039,2130,322885
VA,22039,2910,1213276
VA,22041,5000,63796
VA,22041,3050,112435
VA,22041,1760,109035
VA,22041,1150,99877
VA,22041,1800,249016
VA,22041,690,247150
VA,22042,5240,67491
VA,22042,3760,139973
VA,22042,2240,139618
VA,22042,1710,149674
VA,22042,3030,425993
VA,22042,1070,387070
VA,22043,2840,34241
VA,22043,2270,85723
VA,22043,1750,109900
VA,22043,1300,114375
VA,22043,2540,361181
VA,22043,1510,550207
VA,22044,2270,29405
VA,22044,1360,49600
VA,22044,770,47626
VA,22044,480,41658
VA,22044,890,126195
VA,22044,650,273775
VA,22046,1830,21028
VA,22046,1210,46202
VA,22046,950,59429
VA,22046,730,64833
VA,22046,1950,288062
VA,22046,1560,645564
VA,22060,720,10356
VA,22060,1040,38664
VA,22060,620,37852
VA,22060,410,35558
VA,22060,610,82994
VA,22060,130,37077
VA,22066,1840,16668
VA,22066,670,25147
VA,22066,510,32575
VA,22066,450,40092
VA,22066,1610,245209
VA,22066,3120,2626261
VA,22079,4250,50847
VA,22079,2970,111280
VA,22079,2180,136360
VA,22079,1670,146646
VA,22079,3210,457007
VA,22079,1400,479711
VA,22101,2820,27236
VA,22101,1150,43536
VA,22101,1030,65403
VA,22101,880,78206
VA,22101,2930,436611
VA,22101,4930,4559823
VA,22102,2290,25952
VA,22102,1550,59808
VA,22102,1650,103609
VA,22102,1340,117751
VA,22102,2480,352456
VA,22102,2600,2476910
VA,22124,1680,16809
VA,22124,920,35211
VA,22124,810,50988
VA,22124,700,62164
VA,22124,2030,302125
VA,22124,2410,1427430
VA,22134,840,15465
VA,22134,840,28568
VA,22134,330,20489
VA,22134,170,14687
VA,22134,140,19304
VA,22134,0,0
VA,22150,4850,60635
VA,22150,3220,118486
VA,22150,2020,125741
VA,22150,1410,122958
VA,22150,2380,329607
VA,22150,620,194667
VA,22151,2570,31211
VA,22151,1700,63382
VA,22151,1110,69413
VA,22151,910,80004
VA,22151,2020,285831
VA,22151,520,151701
VA,22152,3420,38803
VA,22152,2180,83538
VA,22152,1860,116757
VA,22152,1600,141087
VA,22152,3710,523881
VA,22152,1390,406469
VA,22153,3630,40444
VA,22153,2160,81698
VA,22153,1690,106264
VA,22153,1670,148137
VA,22153,4370,624406
VA,22153,1810,523124
VA,22172,1590,20467
VA,22172,1100,40108
VA,22172,540,33076
VA,22172,350,30901
VA,22172,720,100369
VA,22172,160,45778
VA,22180,2780,31180
VA,22180,1630,61849
VA,22180,1300,81980
VA,22180,1180,104344
VA,22180,2940,427531
VA,22180,2090,811461
VA,22181,1530,16114
VA,22181,800,30076
VA,22181,670,42417
VA,22181,580,51626
VA,22181,1780,263763
VA,22181,1620,732423
VA,22182,2430,24003
VA,22182,1130,42761
VA,22182,950,60049
VA,22182,830,73568
VA,22182,2800,419218
VA,22182,3590,2091684
VA,22191,10690,139626
VA,22191,8300,307899
VA,22191,5100,316032
VA,22191,3340,291585
VA,22191,4560,615984
VA,22191,880,241996
VA,22192,7110,85457
VA,22192,5400,203633
VA,22192,4350,271727
VA,22192,3320,290033
VA,22192,5910,824192
VA,22192,1710,510442
VA,22193,12040,150802
VA,22193,8510,315878
VA,22193,5430,336920
VA,22193,3930,344246
VA,22193,6240,857808
VA,22193,1260,334315
VA,22201,2870,38214
VA,22201,4000,157660
VA,22201,4550,286782
VA,22201,3150,274868
VA,22201,5050,705870
VA,22201,2700,1160683
VA,22202,1670,22447
VA,22202,2210,87321
VA,22202,2590,164542
VA,22202,2050,179427
VA,22202,3370,470432
VA,22202,1340,476162
VA,22203,2470,32224
VA,22203,2580,99830
VA,22203,2580,162632
VA,22203,1730,150686
VA,22203,2790,390648
VA,22203,1250,477586
VA,22204,8030,107588
VA,22204,6580,247301
VA,22204,4610,286867
VA,22204,2890,252301
VA,22204,4130,573759
VA,22204,1260,394015
VA,22205,1700,19321
VA,22205,1130,44055
VA,22205,1010,63101
VA,22205,690,60797
VA,22205,2080,309461
VA,22205,2050,738625
VA,22206,2030,27285
VA,22206,2170,83583
VA,22206,2300,145530
VA,22206,1840,161603
VA,22206,3250,447769
VA,22206,810,240517
VA,22207,2890,30519
VA,22207,1830,71083
VA,22207,1550,96876
VA,22207,1080,95151
VA,22207,3320,494172
VA,22207,4750,2610822
VA,22209,1410,19039
VA,22209,1760,69009
VA,22209,1620,100929
VA,22209,970,84652
VA,22209,1390,192444
VA,22209,920,543538
VA,22211,420,7107
VA,22211,80,3099
VA,22211,0,0
VA,22211,30,2216
VA,22211,40,7062
VA,22211,0,0
VA,22213,270,2875
VA,22213,190,7496
VA,22213,210,13231
VA,22213,180,15406
VA,22213,490,71428
VA,22213,400,171834
VA,22301,920,10823
VA,22301,840,32726
VA,22301,790,49736
VA,22301,730,64367
VA,22301,1790,261272
VA,22301,1350,542101
VA,22302,1690,21047
VA,22302,1630,63364
VA,22302,1650,104346
VA,22302,1350,118565
VA,22302,2170,301209
VA,22302,1170,563170
VA,22303,1900,25619
VA,22303,2030,76757
VA,22303,1530,96713
VA,22303,1260,110038
VA,22303,1630,219440
VA,22303,330,101581
VA,22304,6580,87974
VA,22304,6000,225540
VA,22304,4460,279462
VA,22304,3030,263410
VA,22304,4290,590684
VA,22304,1530,670436
VA,22305,2450,34250
VA,22305,1870,68781
VA,22305,1170,73343
VA,22305,780,68461
VA,22305,1370,192195
VA,22305,710,263311
VA,22306,5840,78298
VA,22306,4110,150012
VA,22306,2170,134072
VA,22306,1300,113604
VA,22306,2250,316480
VA,22306,700,215814
VA,22307,1040,11860
VA,22307,840,31686
VA,22307,750,47477
VA,22307,620,54593
VA,22307,1270,181744
VA,22307,930,444391
VA,22308,1090,10262
VA,22308,500,18948
VA,22308,460,28914
VA,22308,510,45989
VA,22308,1950,290792
VA,22308,1520,702659
VA,22309,5420,70969
VA,22309,3870,142117
VA,22309,2130,131793
VA,22309,1450,126268
VA,22309,2420,340352
VA,22309,1140,463544
VA,22310,3380,40841
VA,22310,2730,102568
VA,22310,2160,136457
VA,22310,1810,159287
VA,22310,3640,512827
VA,22310,1340,429757
VA,22311,3350,44234
VA,22311,2640,98156
VA,22311,1630,101279
VA,22311,990,86305
VA,22311,1250,171843
VA,22311,430,143845
VA,22312,5160,68058
VA,22312,3850,141876
VA,22312,2330,145155
VA,22312,1450,126553
VA,22312,2330,322385
VA,22312,780,302273
VA,22314,2640,34427
VA,22314,2600,102106
VA,22314,2790,177357
VA,22314,2410,211731
VA,22314,4960,702922
VA,22314,3330,1573463
VA,22315,2550,30464
VA,22315,1860,70453
VA,22315,1820,114866
VA,22315,1920,169015
VA,22315,4320,607167
VA,22315,1410,404383
VA,22401,4370,56714
VA,22401,2930,107108
VA,22401,1510,94813
VA,22401,950,83183
VA,22401,1520,211689
VA,22401,490,195392
VA,22405,4230,50493
VA,22405,2520,93852
VA,22405,1860,116525
VA,22405,1620,142632
VA,22405,3190,444861
VA,22405,680,198289
VA,22406,3200,37228
VA,22406,1950,72469
VA,22406,1420,88571
VA,22406,1100,97297
VA,22406,2590,362656
VA,22406,570,165449
VA,22407,8900,108612
VA,22407,5550,205872
VA,22407,3720,232363
VA,22407,3000,263415
VA,22407,4920,671159
VA,22407,880,258092
VA,22408,4280,52205
VA,22408,2650,99020
VA,22408,1780,111008
VA,22408,1460,128511
VA,22408,2630,360301
VA,22408,450,147888
VA,22427,590,7869
VA,22427,390,14364
VA,22427,200,12501
VA,22427,140,12667
VA,22427,180,23853
VA,22427,30,6806
VA,22432,170,2265
VA,22432,100,3483
VA,22432,50,2921
VA,22432,30,2700
VA,22432,50,10032
VA,22432,0,0
VA,22435,500,6817
VA,22435,310,10710
VA,22435,120,7727
VA,22435,90,7556
VA,22435,80,15633
VA,22435,0,0
VA,22436,150,2111
VA,22436,80,2926
VA,22436,60,3854
VA,22436,30,2420
VA,22436,40,5503
VA,22436,0,0
VA,22437,120,1538
VA,22437,60,2103
VA,22437,40,2714
VA,22437,20,1997
VA,22437,30,5350
VA,22437,0,0
VA,22438,100,1194
VA,22438,70,2532
VA,22438,50,3137
VA,22438,0,0
VA,22438,20,4370
VA,22438,0,0
VA,22443,1410,17750
VA,22443,900,33296
VA,22443,560,35180
VA,22443,380,32459
VA,22443,440,57817
VA,22443,60,25309
VA,22448,200,2985
VA,22448,150,5741
VA,22448,110,6976
VA,22448,100,8996
VA,22448,130,17701
VA,22448,50,12595
VA,22454,320,4092
VA,22454,220,8000
VA,22454,120,7697
VA,22454,60,5253
VA,22454,80,13074
VA,22454,0,0
VA,22460,330,4226
VA,22460,190,7190
VA,22460,110,6902
VA,22460,60,5060
VA,22460,40,5223
VA,22460,0,0
VA,22469,420,5612
VA,22469,210,7649
VA,22469,90,5397
VA,22469,60,5544
VA,22469,70,10528
VA,22469,0,0
VA,22473,750,9455
VA,22473,490,17757
VA,22473,260,16708
VA,22473,180,15835
VA,22473,280,37657
VA,22473,60,18931
