STATE,zipcode,N1,A02650
VA,22476,60,823
VA,22476,60,2401
VA,22476,0,0
VA,22476,30,2873
VA,22476,0,0
VA,22476,0,0
VA,22480,150,2158
VA,22480,110,4221
VA,22480,80,5313
VA,22480,70,6307
VA,22480,160,22336
VA,22480,60,22962
VA,22482,640,8700
VA,22482,360,13386
VA,22482,220,13449
VA,22482,140,11985
VA,22482,200,27898
VA,22482,80,23797
VA,22485,3100,37142
VA,22485,1820,66879
VA,22485,1370,85556
VA,22485,1250,109728
VA,22485,2410,326461
VA,22485,380,101616
VA,22488,330,4744
VA,22488,200,6920
VA,22488,70,4620
VA,22488,30,2577
VA,22488,60,13064
VA,22488,0,0
VA,22503,680,9146
VA,22503,360,13009
VA,22503,190,12066
VA,22503,120,10698
VA,22503,180,24537
VA,22503,60,17525
VA,22504,50,677
VA,22504,50,2280
VA,22504,0,0
VA,22504,20,2522
VA,22504,0,0
VA,22504,0,0
VA,22508,1690,21057
VA,22508,1300,48774
VA,22508,1090,68589
VA,22508,880,77072
VA,22508,1150,152156
VA,22508,200,58839
VA,22511,250,3350
VA,22511,140,4929
VA,22511,80,4796
VA,22511,60,4878
VA,22511,80,10465
VA,22511,20,6394
VA,22514,430,5591
VA,22514,310,11329
VA,22514,170,10370
VA,22514,90,8195
VA,22514,110,18007
VA,22514,0,0
VA,22520,960,12568
VA,22520,600,21872
VA,22520,360,22361
VA,22520,250,22282
VA,22520,270,36035
VA,22520,40,12935
VA,22534,500,6209
VA,22534,310,11275
VA,22534,190,11923
VA,22534,140,12374
VA,22534,180,26514
VA,22534,0,0
VA,22535,120,1611
VA,22535,70,2689
VA,22535,30,1988
VA,22535,20,2068
VA,22535,60,10066
VA,22535,0,0
VA,22538,60,798
VA,22538,50,2276
VA,22538,0,0
VA,22538,20,3134
VA,22538,0,0
VA,22538,0,0
VA,22539,320,3963
VA,22539,210,7728
VA,22539,140,8950
VA,22539,110,9645
VA,22539,190,25329
VA,22539,40,21771
VA,22542,300,3665
VA,22542,230,8302
VA,22542,150,9457
VA,22542,100,8347
VA,22542,120,16969
VA,22542,0,0
VA,22546,2380,30388
VA,22546,1980,72992
VA,22546,1240,76796
VA,22546,840,73692
VA,22546,970,125674
VA,22546,60,17204
VA,22551,2820,34687
VA,22551,1790,66170
VA,22551,1230,76617
VA,22551,920,79742
VA,22551,1450,197676
VA,22551,400,141699
VA,22553,2160,25112
VA,22553,1250,46555
VA,22553,970,60667
VA,22553,770,68187
VA,22553,1610,223342
VA,22553,390,132924
VA,22554,6450,73757
VA,22554,4000,149754
VA,22554,3160,197756
VA,22554,2610,229853
VA,22554,6030,851342
VA,22554,1650,458381
VA,22556,3830,44510
VA,22556,2130,78726
VA,22556,1530,96019
VA,22556,1330,116591
VA,22556,2740,385568
VA,22556,790,218087
VA,22560,1320,17798
VA,22560,840,30230
VA,22560,430,26735
VA,22560,250,21760
VA,22560,280,37710
VA,22560,60,33977
VA,22567,470,5846
VA,22567,320,11711
VA,22567,210,13464
VA,22567,140,11828
VA,22567,170,23087
VA,22567,20,7159
VA,22572,990,13298
VA,22572,690,25093
VA,22572,340,21398
VA,22572,200,17523
VA,22572,230,30403
VA,22572,40,12458
VA,22576,280,3585
VA,22576,150,5379
VA,22576,100,6148
VA,22576,60,5430
VA,22576,80,11299
VA,22576,30,9826
VA,22578,410,5372
VA,22578,250,9179
VA,22578,120,7881
VA,22578,110,10142
VA,22578,180,25678
VA,22578,80,29575
VA,22580,870,10876
VA,22580,560,20442
VA,22580,300,18685
VA,22580,210,18608
VA,22580,220,28741
VA,22580,40,18105
VA,22601,5450,70402
VA,22601,3580,130700
VA,22601,1650,102512
VA,22601,890,78409
VA,22601,1230,169065
VA,22601,440,219618
VA,22602,4480,54847
VA,22602,3020,111558
VA,22602,1950,121501
VA,22602,1470,128870
VA,22602,2150,289208
VA,22602,510,183434
VA,22603,2490,31739
VA,22603,1710,62556
VA,22603,970,60295
VA,22603,620,53740
VA,22603,920,124273
VA,22603,270,99461
VA,22610,330,4022
VA,22610,220,7968
VA,22610,120,7419
VA,22610,90,8122
VA,22610,130,18415
VA,22610,30,7101
VA,22611,1310,16022
VA,22611,810,29997
VA,22611,560,35274
VA,22611,460,40838
VA,22611,810,112805
VA,22611,230,88623
VA,22620,290,3477
VA,22620,210,7797
VA,22620,170,10708
VA,22620,110,9257
VA,22620,210,29185
VA,22620,60,21285
VA,22623,90,893
VA,22623,60,2256
VA,22623,50,2901
VA,22623,20,2049
VA,22623,30,3619
VA,22623,0,0
VA,22624,430,5141
VA,22624,260,9363
VA,22624,190,12036
VA,22624,140,11943
VA,22624,200,28125
VA,22624,40,12264
VA,22625,460,5260
VA,22625,350,13280
VA,22625,270,16654
VA,22625,210,18567
VA,22625,320,43347
VA,22625,50,12596
VA,22627,130,1507
VA,22627,100,4021
VA,22627,50,3218
VA,22627,40,3543
VA,22627,70,10540
VA,22627,30,12850
VA,22630,5280,67073
VA,22630,3260,120446
VA,22630,2150,134459
VA,22630,1490,130489
VA,22630,1920,254050
VA,22630,270,92772
VA,22637,350,4280
VA,22637,230,8204
VA,22637,160,10324
VA,22637,130,10985
VA,22637,150,21998
VA,22637,0,0
VA,22639,70,878
VA,22639,50,1934
VA,22639,40,2344
VA,22639,30,2782
VA,22639,80,11346
VA,22639,40,23500
VA,22640,60,647
VA,22640,40,1374
VA,22640,50,3291
VA,22640,0,0
VA,22640,40,9258
VA,22640,0,0
VA,22641,40,534
VA,22641,30,1038
VA,22641,20,1407
VA,22641,30,2948
VA,22641,0,0
VA,22641,0,0
VA,22642,580,7438
VA,22642,410,15470
VA,22642,370,23114
VA,22642,310,26892
VA,22642,420,56661
VA,22642,60,16892
VA,22643,40,425
VA,22643,60,2547
VA,22643,0,0
VA,22643,20,1783
VA,22643,40,5283
VA,22643,30,9632
VA,22644,350,4526
VA,22644,250,9645
VA,22644,180,11076
VA,22644,120,10791
VA,22644,130,17244
VA,22644,20,10826
VA,22645,680,8354
VA,22645,420,15374
VA,22645,250,15246
VA,22645,170,15419
VA,22645,290,40568
VA,22645,60,18755
VA,22650,170,1951
VA,22650,120,4334
VA,22650,80,4811
VA,22650,40,3816
VA,22650,40,5718
VA,22650,0,0
VA,22652,200,2589
VA,22652,160,5913
VA,22652,110,6814
VA,22652,60,5322
VA,22652,100,17801
VA,22652,0,0
VA,22654,110,1407
VA,22654,80,2715
VA,22654,80,4779
VA,22654,40,3064
VA,22654,70,10575
VA,22654,0,0
VA,22655,3150,38563
VA,22655,2260,83875
VA,22655,1480,92572
VA,22655,1140,99942
VA,22655,1540,203378
VA,22655,180,61548
VA,22656,480,5961
VA,22656,350,12738
VA,22656,220,13378
VA,22656,190,16334
VA,22656,340,45851
VA,22656,50,16229
VA,22657,1900,23702
VA,22657,1400,51461
VA,22657,880,54567
VA,22657,580,50446
VA,22657,570,74359
VA,22657,60,19130
VA,22660,300,3715
VA,22660,230,8475
VA,22660,120,7225
VA,22660,80,6593
VA,22660,110,15124
VA,22660,0,0
VA,22663,310,3880
VA,22663,180,6572
VA,22663,100,5934
VA,22663,60,5004
VA,22663,80,10548
VA,22663,30,14934
VA,22664,1700,22228
VA,22664,1070,39159
VA,22664,630,38663
VA,22664,370,32542
VA,22664,420,55088
VA,22664,60,21332
VA,22701,5360,68516
VA,22701,3750,137773
VA,22701,2060,128325
VA,22701,1550,135176
VA,22701,2030,272211
VA,22701,360,126562
VA,22709,160,2175
VA,22709,100,3769
VA,22709,60,3644
VA,22709,40,3341
VA,22709,50,9570
VA,22709,0,0
VA,22712,1380,17381
VA,22712,1040,38759
VA,22712,690,42600
VA,22712,470,41321
VA,22712,730,98403
VA,22712,70,17670
VA,22713,170,2265
VA,22713,130,4797
VA,22713,90,5558
VA,22713,60,5112
VA,22713,110,15715
VA,22713,30,11492
VA,22714,150,1882
VA,22714,100,3666
VA,22714,70,4363
VA,22714,50,4343
VA,22714,100,16505
VA,22714,0,0
VA,22715,180,2238
VA,22715,140,5029
VA,22715,90,5569
VA,22715,60,5366
VA,22715,80,13057
VA,22715,0,0
VA,22716,150,2024
VA,22716,90,3399
VA,22716,50,2957
VA,22716,30,3053
VA,22716,70,12195
VA,22716,0,0
VA,22718,90,1402
VA,22718,70,2285
VA,22718,60,3874
VA,22718,30,2624
VA,22718,40,8068
VA,22718,0,0
VA,22719,60,609
VA,22719,40,1638
VA,22719,40,2469
VA,22719,0,0
VA,22719,30,4705
VA,22719,0,0
VA,22720,120,1564
VA,22720,70,2346
VA,22720,60,3851
VA,22720,60,4763
VA,22720,120,18044
VA,22720,0,0
VA,22724,300,3489
VA,22724,150,5552
VA,22724,120,7171
VA,22724,140,12401
VA,22724,300,42437
VA,22724,90,31528
VA,22726,120,1578
VA,22726,80,2707
VA,22726,60,3520
VA,22726,40,3227
VA,22726,60,8720
VA,22726,0,0
VA,22727,890,10999
VA,22727,590,21609
VA,22727,340,21507
VA,22727,250,21881
VA,22727,320,42209
VA,22727,70,27666
VA,22728,490,5588
VA,22728,320,11809
VA,22728,210,12979
VA,22728,160,14298
VA,22728,320,43149
VA,22728,60,18343
VA,22731,40,535
VA,22731,20,768
VA,22731,40,3281
VA,22731,0,0
VA,22731,0,0
VA,22731,0,0
VA,22732,40,594
VA,22732,30,1239
VA,22732,20,1504
VA,22732,40,4357
VA,22732,0,0
VA,22732,0,0
VA,22733,200,2462
VA,22733,160,5685
VA,22733,60,3831
VA,22733,50,4372
VA,22733,80,11150
VA,22733,30,10089
VA,22734,460,5794
VA,22734,340,12512
VA,22734,250,15664
VA,22734,150,13177
VA,22734,210,28489
VA,22734,20,6936
VA,22735,320,4084
VA,22735,210,7662
VA,22735,140,8966
VA,22735,110,9246
VA,22735,140,21455
VA,22735,0,0
VA,22736,80,1126
VA,22736,50,1951
VA,22736,30,1753
VA,22736,30,2989
VA,22736,40,5930
VA,22736,0,0
VA,22737,490,6261
VA,22737,310,11582
VA,22737,210,13088
VA,22737,170,14953
VA,22737,220,29568
VA,22737,40,14171
VA,22738,160,2040
VA,22738,110,3881
VA,22738,80,4904
VA,22738,40,3590
VA,22738,70,9787
VA,22738,0,0
VA,22740,210,2854
VA,22740,140,5010
VA,22740,90,5942
VA,22740,70,6054
VA,22740,100,13959
VA,22740,40,21233
VA,22741,30,375
VA,22741,50,2043
VA,22741,0,0
VA,22741,30,3226
VA,22741,0,0
VA,22741,0,0
VA,22742,260,3121
VA,22742,160,5798
VA,22742,140,8730
VA,22742,110,9542
VA,22742,190,28220
VA,22742,0,0
VA,22747,190,2446
VA,22747,130,4970
VA,22747,100,6203
VA,22747,60,4897
VA,22747,100,14140
VA,22747,50,23023
VA,22749,40,410
VA,22749,40,1711
VA,22749,30,1985
VA,22749,0,0
VA,22749,40,11832
VA,22749,0,0
VA,22801,5680,73633
VA,22801,3510,126565
VA,22801,1680,104938
VA,22801,1120,98601
VA,22801,1570,216004
VA,22801,490,185448
VA,22802,5110,68704
VA,22802,3440,123954
VA,22802,1570,97557
VA,22802,830,72941
VA,22802,830,110421
VA,22802,170,66914
VA,22810,140,1668
VA,22810,100,3758
VA,22810,70,4455
VA,22810,60,5114
VA,22810,110,18030
VA,22810,0,0
VA,22811,70,967
VA,22811,70,2748
VA,22811,40,2253
VA,22811,30,3084
VA,22811,0,0
VA,22811,0,0
VA,22812,1140,14306
VA,22812,960,35503
VA,22812,630,39171
VA,22812,430,37557
VA,22812,510,66636
VA,22812,80,30737
VA,22815,1440,18380
VA,22815,1090,40431
VA,22815,690,42953
VA,22815,410,35596
VA,22815,330,43349
VA,22815,70,22343
VA,22821,940,12719
VA,22821,730,26943
VA,22821,380,23706
VA,22821,240,20940
VA,22821,260,34511
VA,22821,50,22044
VA,22824,1090,14790
VA,22824,790,29116
VA,22824,410,25962
VA,22824,270,23555
VA,22824,270,35591
VA,22824,50,15635
VA,22827,1930,24689
VA,22827,1290,46954
VA,22827,720,44686
VA,22827,440,38012
VA,22827,400,52831
VA,22827,60,15787
VA,22830,270,3475
VA,22830,240,8664
VA,22830,120,7445
VA,22830,60,5331
VA,22830,40,5881
VA,22830,0,0
VA,22831,140,1831
VA,22831,120,4326
VA,22831,60,3764
VA,22831,30,2535
VA,22831,30,3631
VA,22831,0,0
VA,22832,170,2177
VA,22832,160,5729
VA,22832,70,4641
VA,22832,60,5384
VA,22832,50,6968
VA,22832,20,6495
VA,22834,220,3075
VA,22834,150,5674
VA,22834,80,4957
VA,22834,70,5673
VA,22834,80,15103
VA,22834,0,0
VA,22835,2140,26917
VA,22835,1350,49208
VA,22835,720,44525
VA,22835,480,41430
VA,22835,400,51101
VA,22835,80,24692
VA,22840,660,8040
VA,22840,480,17859
VA,22840,320,20271
VA,22840,240,21457
VA,22840,340,45417
VA,22840,60,22038
VA,22841,450,5513
VA,22841,330,12526
VA,22841,230,14768
VA,22841,120,10398
VA,22841,150,19863
VA,22841,50,21811
VA,22842,910,12068
VA,22842,680,24528
VA,22842,330,20666
VA,22842,180,15768
VA,22842,190,24703
VA,22842,30,11420
VA,22843,380,5106
VA,22843,320,11741
VA,22843,190,12072
VA,22843,100,8969
VA,22843,90,13513
VA,22843,0,0
VA,22844,760,10010
VA,22844,510,18626
VA,22844,290,18363
VA,22844,170,15145
VA,22844,190,24964
VA,22844,40,13238
VA,22846,280,3404
VA,22846,190,7057
VA,22846,140,8478
VA,22846,110,9597
VA,22846,170,22895
VA,22846,50,18355
VA,22847,180,2258
VA,22847,130,4554
VA,22847,70,4297
VA,22847,40,3844
VA,22847,50,6934
VA,22847,0,0
VA,22849,880,11483
VA,22849,600,22386
VA,22849,350,21501
VA,22849,180,15880
VA,22849,150,21227
VA,22849,0,0
VA,22850,150,2023
VA,22850,110,3983
VA,22850,90,5632
VA,22850,40,3794
VA,22850,40,7488
VA,22850,0,0
VA,22851,1140,14609
VA,22851,690,24981
VA,22851,310,19154
VA,22851,180,15827
VA,22851,150,21725
VA,22851,0,0
VA,22853,840,11168
VA,22853,640,23321
VA,22853,340,21024
VA,22853,160,13948
VA,22853,130,19430
VA,22853,0,0
VA,22901,5480,70925
VA,22901,4060,149809
VA,22901,2320,145007
VA,22901,1540,136109
VA,22901,2600,366994
VA,22901,1430,869761
VA,22902,3710,49004
VA,22902,2800,104064
VA,22902,1570,97982
VA,22902,980,86302
VA,22902,1400,191731
VA,22902,540,633674
VA,22903,5710,72985
VA,22903,3640,131385
VA,22903,1780,110829
VA,22903,1030,91549
VA,22903,1870,263765
VA,22903,1160,794910
VA,22911,2140,25487
VA,22911,1520,57346
VA,22911,1180,74414
VA,22911,930,81688
VA,22911,1730,240252
VA,22911,690,254399
VA,22920,650,8966
VA,22920,460,16903
VA,22920,230,14785
VA,22920,190,16934
VA,22920,280,37610
VA,22920,80,48689
VA,22922,380,4949
VA,22922,220,7879
VA,22922,120,7319
VA,22922,60,4812
VA,22922,60,9155
VA,22922,0,0
VA,22923,780,10133
VA,22923,560,20327
VA,22923,390,24792
VA,22923,280,24969
VA,22923,420,56072
VA,22923,80,34285
VA,22931,70,1068
VA,22931,50,1748
VA,22931,50,3170
VA,22931,0,0
VA,22931,30,5235
VA,22931,0,0
VA,22932,1070,12777
VA,22932,670,24727
VA,22932,460,29101
VA,22932,370,32946
VA,22932,810,113316
VA,22932,320,126057
VA,22935,140,1948
VA,22935,130,4610
VA,22935,60,3883
VA,22935,40,3637
VA,22935,40,7216
VA,22935,0,0
VA,22936,730,8362
VA,22936,450,16845
VA,22936,320,20476
VA,22936,260,22807
VA,22936,590,82593
VA,22936,310,131754
VA,22937,270,3531
VA,22937,180,6691
VA,22937,60,4065
VA,22937,40,3820
VA,22937,50,8693
VA,22937,0,0
VA,22938,240,3122
VA,22938,160,5956
VA,22938,70,4641
VA,22938,70,5706
VA,22938,80,14989
VA,22938,0,0
VA,22939,770,9371
VA,22939,550,20605
VA,22939,390,24358
VA,22939,300,26368
VA,22939,410,55052
VA,22939,90,28838
VA,22940,190,2455
VA,22940,120,4623
VA,22940,80,4783
VA,22940,60,5298
VA,22940,80,11724
VA,22940,60,72449
VA,22942,1250,16338
VA,22942,1020,37270
VA,22942,540,33758
VA,22942,400,34466
VA,22942,490,65943
VA,22942,100,34368
VA,22943,110,1396
VA,22943,60,2191
VA,22943,40,2322
VA,22943,20,1925
VA,22943,30,4638
VA,22943,20,10396
VA,22946,50,524
VA,22946,30,1248
VA,22946,20,1289
VA,22946,30,3141
VA,22946,0,0
VA,22946,0,0
VA,22947,620,7034
VA,22947,370,13771
VA,22947,250,15856
VA,22947,220,19457
VA,22947,510,75616
VA,22947,410,251227
VA,22948,40,515
VA,22948,30,1393
VA,22948,0,0
VA,22948,30,4897
VA,22948,0,0
VA,22948,0,0
VA,22949,260,3512
VA,22949,170,6226
VA,22949,100,6141
VA,22949,60,5442
VA,22949,80,14936
VA,22949,0,0
VA,22952,380,4743
VA,22952,270,9732
VA,22952,160,10280
VA,22952,80,7338
VA,22952,90,14825
VA,22952,0,0
VA,22958,300,3636
VA,22958,180,6737
VA,22958,130,8464
VA,22958,110,9804
VA,22958,230,31836
VA,22958,80,27648
VA,22959,290,3541
VA,22959,210,7466
VA,22959,100,6161
VA,22959,70,5986
VA,22959,110,15316
VA,22959,50,19512
VA,22960,1790,23686
VA,22960,1350,49165
VA,22960,640,39946
VA,22960,390,34473
VA,22960,480,62226
VA,22960,100,34141
VA,22963,2030,24896
VA,22963,1650,62136
VA,22963,1240,77765
VA,22963,970,85281
VA,22963,1290,171147
VA,22963,150,43766
VA,22964,70,992
VA,22964,30,1331
VA,22964,30,1560
VA,22964,30,4657
VA,22964,0,0
VA,22964,0,0
VA,22967,390,5408
VA,22967,260,9456
VA,22967,110,7008
VA,22967,80,6923
VA,22967,110,16245
VA,22967,40,19009
VA,22968,1490,19039
VA,22968,1130,41486
VA,22968,670,42019
VA,22968,570,50421
VA,22968,680,92209
VA,22968,100,34422
VA,22969,200,2730
VA,22969,180,6745
VA,22969,80,4598
VA,22969,50,4714
VA,22969,50,8323
VA,22969,0,0
VA,22971,310,4192
VA,22971,190,7127
VA,22971,100,6121
VA,22971,60,5031
VA,22971,70,11508
VA,22971,0,0
VA,22972,80,1022
VA,22972,50,1807
VA,22972,30,1591
VA,22972,20,2134
VA,22972,50,16451
VA,22972,0,0
VA,22973,1050,13808
VA,22973,700,25790
VA,22973,430,26532
VA,22973,260,22518
VA,22973,320,42134
VA,22973,50,22732
VA,22974,620,7776
VA,22974,490,18121
VA,22974,320,19770
VA,22974,230,20233
VA,22974,320,42959
VA,22974,60,22166
VA,22976,60,778
VA,22976,40,1387
VA,22976,20,1760
VA,22976,0,0
VA,22976,0,0
VA,22976,0,0
VA,22980,5960,76675
VA,22980,4120,151357
VA,22980,2220,138317
VA,22980,1310,115033
VA,22980,1360,180029
VA,22980,270,91660
VA,23002,1730,22805
VA,23002,1260,46215
VA,23002,740,46206
VA,23002,460,40711
VA,23002,520,67210
VA,23002,70,23915
VA,23004,200,2590
VA,23004,140,4639
VA,23004,50,2844
VA,23004,40,4533
VA,23004,0,0
VA,23004,0,0
VA,23005,2710,33619
VA,23005,1840,67941
VA,23005,1000,61761
VA,23005,700,61212
VA,23005,1160,161150
VA,23005,350,135181
VA,23009,910,11836
VA,23009,760,28536
VA,23009,590,36926
VA,23009,430,37152
VA,23009,430,55006
VA,23009,40,13344
VA,23011,140,1831
VA,23011,120,4143
VA,23011,90,5660
VA,23011,70,5808
VA,23011,90,17113
VA,23011,0,0
VA,23015,690,8537
VA,23015,410,15235
VA,23015,290,18224
VA,23015,230,19715
VA,23015,390,52886
VA,23015,80,25527
VA,23021,50,502
VA,23021,30,1450
VA,23021,0,0
VA,23021,30,3237
VA,23021,0,0
VA,23021,0,0
VA,23022,170,2132
VA,23022,110,3969
VA,23022,50,2898
VA,23022,40,4411
VA,23022,0,0
VA,23022,0,0
VA,23023,50,645
VA,23023,50,1680
VA,23023,30,1818
VA,23023,30,3017
VA,23023,0,0
VA,23023,0,0
VA,23024,1180,15151
VA,23024,810,29619
VA,23024,580,36182
VA,23024,440,39044
VA,23024,550,73037
VA,23024,120,36407
VA,23025,50,756
VA,23025,50,2154
VA,23025,0,0
VA,23025,30,3582
VA,23025,0,0
VA,23025,0,0
VA,23027,260,3473
VA,23027,170,6008
VA,23027,80,4686
VA,23027,50,4410
VA,23027,60,8939
VA,23027,0,0
VA,23030,950,12842
VA,23030,680,25039
VA,23030,330,20464
VA,23030,200,17637
VA,23030,210,27530
VA,23030,50,22213
VA,23032,60,835
VA,23032,30,1031
VA,23032,20,1440
VA,23032,30,3254
VA,23032,0,0
VA,23032,0,0
VA,23035,220,2944
VA,23035,140,4833
VA,23035,100,6591
VA,23035,70,6038
VA,23035,100,15903
VA,23035,0,0
VA,23038,310,3958
VA,23038,220,8140
VA,23038,110,7084
VA,23038,80,7106
VA,23038,90,13177
VA,23038,0,0
VA,23039,160,1963
VA,23039,110,4082
VA,23039,60,3827
VA,23039,60,5599
VA,23039,100,13624
VA,23039,60,37372
VA,23040,870,11079
VA,23040,590,21102
VA,23040,270,16712
VA,23040,140,12251
VA,23040,130,20013
VA,23040,0,0
VA,23043,290,3536
VA,23043,190,6823
VA,23043,100,6231
VA,23043,80,7291
VA,23043,110,16159
VA,23043,30,12379
VA,23047,430,4970
VA,23047,240,8716
VA,23047,150,9411
VA,23047,90,7965
VA,23047,160,22081
VA,23047,40,17409
VA,23050,130,1872
VA,23050,70,2732
VA,23050,60,3739
VA,23050,40,3179
VA,23050,60,8580
VA,23050,0,0
VA,23055,200,2377
VA,23055,150,5365
VA,23055,60,3776
VA,23055,40,3447
VA,23055,60,8535
VA,23055,0,0
VA,23056,60,785
VA,23056,40,1594
VA,23056,40,2666
VA,23056,0,0
VA,23056,30,4304
VA,23056,0,0
VA,23059,3540,37826
VA,23059,2130,80273
VA,23059,1640,103159
VA,23059,1570,138862
VA,23059,3840,550193
VA,23059,2370,941247
VA,23060,4840,58123
VA,23060,3690,139283
VA,23060,2700,170382
VA,23060,2180,191665
VA,23060,3740,510008
VA,23060,820,262370
VA,23061,3160,39433
VA,23061,2100,78073
VA,23061,1450,91037
VA,23061,1130,98553
VA,23061,1350,175081
VA,23061,150,60077
VA,23062,460,6148
VA,23062,330,11951
VA,23062,210,13162
VA,23062,150,12984
VA,23062,200,26299
VA,23062,20,6973
VA,23063,840,10729
VA,23063,520,18970
VA,23063,280,17529
VA,23063,220,19087
VA,23063,320,43775
VA,23063,100,37668
VA,23065,260,3098
VA,23065,160,5850
VA,23065,120,7638
VA,23065,100,8980
VA,23065,120,17825
VA,23065,0,0
VA,23068,40,669
VA,23068,50,2067
VA,23068,0,0
VA,23068,20,1795
VA,23068,30,4564
VA,23068,0,0
VA,23069,540,6443
VA,23069,330,12072
VA,23069,210,13253
VA,23069,170,14856
VA,23069,200,27822
VA,23069,60,21258
VA,23070,70,934
VA,23070,40,1330
VA,23070,30,1498
VA,23070,30,2566
VA,23070,60,8621
VA,23070,0,0
VA,23071,230,2851
VA,23071,160,6065
VA,23071,120,7774
VA,23071,70,5676
VA,23071,100,14178
VA,23071,40,13155
VA,23072,1660,20677
VA,23072,1220,44982
VA,23072,800,49824
VA,23072,530,46598
VA,23072,640,83443
VA,23072,90,27384
VA,23075,2190,29210
VA,23075,1670,60718
VA,23075,630,38615
VA,23075,230,19775
VA,23075,170,23092
VA,23075,0,0
VA,23076,120,1554
VA,23076,70,2587
VA,23076,40,2639
VA,23076,30,2456
VA,23076,40,6792
VA,23076,0,0
VA,23079,50,660
VA,23079,40,1203
VA,23079,20,1325
VA,23079,30,3557
VA,23079,0,0
VA,23079,0,0
VA,23083,350,4472
VA,23083,240,8736
VA,23083,120,7186
VA,23083,80,6925
VA,23083,80,11036
VA,23083,0,0
VA,23084,240,3058
VA,23084,210,7896
VA,23084,140,8496
VA,23084,90,8015
VA,23084,120,19128
VA,23084,0,0
VA,23085,70,909
VA,23085,70,2620
VA,23085,40,2996
VA,23085,0,0
VA,23085,20,3592
VA,23085,0,0
VA,23086,470,6035
VA,23086,360,13232
VA,23086,240,15430
VA,23086,190,16192
VA,23086,200,28414
VA,23086,0,0
VA,23089,790,9446
VA,23089,520,19197
VA,23089,340,21124
VA,23089,250,22107
VA,23089,400,52509
VA,23089,70,23667
VA,23091,50,579
VA,23091,50,2369
VA,23091,0,0
VA,23091,30,3064
VA,23091,0,0
VA,23091,0,0
VA,23092,110,1406
VA,23092,70,2276
VA,23092,40,2504
VA,23092,20,1999
VA,23092,40,6996
VA,23092,0,0
VA,23093,2140,27621
VA,23093,1560,56675
VA,23093,800,50404
VA,23093,520,45329
VA,23093,670,88915
VA,23093,90,33076
VA,23102,340,4295
VA,23102,240,9224
VA,23102,170,10493
VA,23102,120,11001
